Id;V0;V1;V2
3895;527;1168;2051
3896;137;1168;2051
3897;1195;2051;2052
3898;330;1195;2052
3899;163;2053;2081
3900;603;2053;2081
3901;571;1258;2054
3902;148;1258;2054
3903;580;2201;2235
3904;580;1258;2647
3905;339;1348;2056
3906;1348;2056;2703
3907;574;936;2057
3908;149;2114;3192
3909;572;1257;2668
3910;572;2058;2668
3911;1350;2058;2059
3912;572;2058;2059
3913;779;2766;3175
3914;622;2061;2766
3915;779;2649;2766
3916;213;2552;2649
3917;64;1937;2063
3918;483;1937;2062
3919;1937;2062;2063
3920;520;2062;2063
3921;625;1092;2315
3922;520;1092;2064
3923;993;1189;2065
3924;430;993;2065
3925;875;1674;2066
3926;134;1674;2066
3927;641;1206;2411
3928;846;2410;2768
3929;579;2068;2681
3930;513;2068;2681
3931;1884;2069;2865
3932;555;1884;2069
3933;617;1699;2882
3934;617;2070;2882
3935;617;1699;2071
3936;1699;2071;2358
3937;466;1745;2072
3938;594;1745;2072
3939;643;2170;2698
3940;643;2169;2170
3941;377;1259;2075
3942;377;1035;2075
3943;110;1259;2617
3944;1259;2075;2617
3945;447;1665;2076
3946;30;1665;2076
3947;913;1567;2077
3948;127;1567;2077
3949;612;1433;2078
3950;482;1433;2078
3951;941;1225;2079
3952;847;2079;2840
3953;535;1284;2080
3954;287;990;2093
3955;893;2081;2317
3956;603;2081;2317
3957;332;1160;2082
3958;332;1162;2082
3959;314;1843;2436
3960;314;1198;2436
3961;269;2084;2744
3962;920;2084;2673
3963;691;1972;2086
3964;153;1972;2086
3965;610;1166;2086
3966;691;2291;3113
3967;475;1116;2087
3968;475;1162;2087
3969;1672;2794;2879
3970;125;2088;2794
3971;777;1023;2962
3972;490;1023;2089
3973;301;1094;2090
3974;828;1094;2090
3975;591;1187;2091
3976;346;1187;2091
3977;1050;2092;2242
3978;565;2163;2906
3979;990;2080;2093
3980;535;2080;2093
3981;633;1908;2094
3982;211;1908;2094
3983;998;1779;2095
3984;455;998;2095
3985;632;1828;2096
3986;268;1828;2096
3987;664;2097;2098
3988;531;2097;2098
3989;45;1581;2098
3990;531;1581;2098
3991;497;945;2099
3992;596;945;2099
3993;607;1098;2100
3994;86;1098;2100
3995;506;1282;2101
3996;834;2046;3102
3997;1262;2012;2102
3998;534;2012;2102
3999;313;1183;2103
4000;531;1183;2103
4001;1451;2104;2105
4002;207;1451;2104
4003;1165;1450;2105
4004;445;1450;2105
4005;126;937;2106
4006;435;937;2106
4007;1320;2590;2736
4008;798;2107;3052
4009;770;1448;2108
4010;770;2108;2257
4011;562;890;2109
4012;338;890;2109
4013;562;1072;2110
4014;95;1072;2110
4015;342;1238;2111
4016;1238;2111;2418
4017;176;1199;2595
4018;176;2112;2595
4019;34;1483;2648
4020;413;1483;2648
4021;936;2114;3192
4022;575;936;2114
4023;1214;2115;2134
4024;24;1214;2115
4025;1106;1818;2116
4026;63;1106;2116
4027;1132;2194;3180
4028;193;1132;2117
4029;427;1616;2118
4030;686;1616;2118
4031;297;1044;2119
4032;297;952;2119
4033;605;2120;2369
4034;605;974;2120
4035;973;2070;2121
4036;431;973;2121
4037;355;1235;2122
4038;540;1235;2122
4039;540;1235;2123
4040;117;1235;2123
4041;404;1523;2125
4042;121;1523;2124
4043;1523;2124;2125
4044;535;2124;2125
4045;275;945;2126
4046;497;945;2126
4047;661;1984;2216
4048;661;2127;2216
4049;539;1197;2128
4050;330;1197;2128
4051;639;2173;2227
4052;273;2129;2394
4053;14;2130;2546
4054;783;2130;2546
4055;315;1020;2131
4056;532;1020;2131
4057;137;1195;2132
4058;137;933;2132
4059;258;927;2133
4060;444;2133;2248
4061;611;2115;2134
4062;611;1007;2134
4063;883;1564;2135
4064;551;1564;2135
4065;845;1743;2136
4066;845;1643;2532
4067;2049;2137;2788
4068;190;2049;2137
4069;797;2939;2940
4070;564;1395;2939
4071;546;1342;2139
4072;94;1342;2139
4073;244;1342;2140
4074;546;1342;2140
4075;546;996;2141
4076;250;996;2141
4077;517;1488;2142
4078;1488;1641;2142
4079;600;1228;2143
4080;165;1228;2143
4081;451;1706;2144
4082;1706;2144;2614
4083;694;1329;2145
4084;85;1329;2145
4085;645;1860;2146
4086;1860;2146;2220
4087;1020;2258;2802
4088;315;1020;2147
4089;527;2052;2148
4090;1197;2052;2148
4091;1178;2149;2150
4092;335;1178;2149
4093;1213;1500;2150
4094;306;1213;2150
4095;302;1051;2151
4096;563;1051;2151
4097;342;1239;2152
4098;548;2152;2153
4099;1239;2152;2153
4100;142;1239;2153
4101;140;1219;3076
4102;333;1219;2154
4103;21;2155;2819
4104;551;2135;2155
4105;143;1247;2156
4106;549;1571;2512
4107;70;1068;2157
4108;549;1827;2680
4109;567;1286;2158
4110;100;1286;2158
4111;505;2159;2876
4112;1248;2603;2663
4113;1108;2004;2160
4114;560;2004;2160
4115;226;1072;2854
4116;226;905;2161
4117;576;2162;2457
4118;576;2427;2457
4119;565;2092;2163
4120;1050;2092;2163
4121;295;2889;3093
4122;295;1089;2164
4123;356;1440;2331
4124;116;2165;2432
4125;886;2096;2166
4126;53;2166;3087
4127;679;1334;2167
4128;363;1334;2167
4129;252;1430;2168
4130;803;1430;2168
4131;731;2073;2698
4132;731;2170;2698
4133;304;2170;3025
4134;731;2170;3025
4135;573;1278;2171
4136;148;1278;2171
4137;197;1678;2172
4138;616;1678;2172
4139;2129;2173;2394
4140;539;2129;2173
4141;1764;2068;2174
4142;223;1764;2174
4143;243;1993;2175
4144;809;1993;2175
4145;625;2176;2892
4146;234;2176;2892
4147;240;1823;2298
4148;240;2177;2298
4149;486;1261;2178
4150;91;1261;2178
4151;843;1263;2179
4152;1211;2179;3195
4153;1896;2180;2966
4154;563;1896;2180
4155;267;942;2181
4156;583;942;2181
4157;160;1103;2182
4158;583;1103;2182
4159;724;2660;2661
4160;583;2182;2660
4161;559;1772;2184
4162;559;1612;2184
4163;295;1305;2185
4164;903;1305;2185
4165;1424;2343;3055
4166;624;2186;3055
4167;853;1408;2187
4168;79;1408;2187
4169;262;1875;2188
4170;1875;2188;2933
4171;715;1283;2538
4172;715;977;2538
4173;512;925;2190
4174;925;2190;2671
4175;303;1059;2191
4176;1059;2191;2345
4177;944;2192;3015
4178;462;1279;3067
4179;258;2193;3007
4180;760;2193;3007
4181;899;2194;3180
4182;260;2194;2653
4183;920;2195;2607
4184;237;1039;2195
4185;823;2974;2975
4186;1005;2897;2951
4187;650;1439;2197
4188;387;1439;2197
4189;201;1786;2638
4190;201;1135;2214
4191;602;2199;2318
4192;602;1105;2318
4193;340;1661;2200
4194;580;1661;2200
4195;341;1242;2235
4196;1242;2201;2235
4197;915;2524;3206
4198;581;2276;2524
4199;884;994;3073
4200;994;2203;3073
4201;500;1557;2204
4202;57;1095;2756
4203;82;1277;2205
4204;573;1277;2205
4205;525;1095;2206
4206;57;1095;2206
4207;754;1900;2207
4208;301;1900;2207
4209;585;1581;2208
4210;45;1581;2208
4211;150;1184;2406
4212;313;1184;2209
4213;292;1118;2210
4214;599;1118;2210
4215;1119;2210;2211
4216;599;2210;2211
4217;601;1506;2212
4218;165;1506;2212
4219;417;1506;2213
4220;601;1506;2213
4221;464;1904;2214
4222;904;1904;2214
4223;397;972;2215
4224;120;972;2215
4225;1396;2223;3017
4226;756;1984;2216
4227;628;1464;2392
4228;1464;2217;2392
4229;1215;2112;2218
4230;416;1215;2218
4231;785;2733;2927
4232;46;2518;3018
4233;671;1437;2220
4234;177;1437;2220
4235;649;1592;2221
4236;43;1592;2221
4237;910;2001;2222
4238;634;2001;2222
4239;31;1033;2223
4240;756;2223;2742
4241;929;2022;2224
4242;276;2022;2224
4243;608;2225;3128
4244;166;2225;3128
4245;642;1490;2226
4246;467;1490;2226
4247;294;1344;2227
4248;639;1344;2227
4249;150;1443;2228
4250;586;1443;2228
4251;587;1184;2229
4252;150;1184;2229
4253;586;1443;2230
4254;1443;2230;2623
4255;942;2183;2231
4256;586;942;2231
4257;68;1410;2232
4258;587;1410;2232
4259;242;1109;2233
4260;242;1110;2233
4261;1129;2633;2696
4262;547;1129;2234
4263;580;2235;2647
4264;2055;2235;2647
4265;747;1800;2236
4266;298;1800;2236
4267;877;2238;2786
4268;588;2238;2786
4269;43;1298;2238
4270;588;1298;2238
4271;1556;2239;3188
4272;644;1556;2239
4273;404;2125;2240
4274;1284;2125;2240
4275;694;1512;2241
4276;570;1512;2241
4277;792;2984;2985
4278;589;2243;2984
4279;792;2872;2984
4280;389;2539;2872
4281;1393;2243;2244
4282;35;1393;2244
4283;544;1135;2245
4284;544;1517;2245
4285;455;1639;2246
4286;455;1096;2246
4287;607;1209;2247
4288;607;1140;2247
4289;927;2133;2248
4290;114;927;2248
4291;610;2085;2716
4292;610;2249;2716
4293;173;1245;2606
4294;173;2250;2606
4295;769;1319;2251
4296;109;1319;2251
4297;569;1159;2252
4298;319;1159;2252
4299;299;1229;2253
4300;778;1229;2253
4301;149;1257;2254
4302;975;2254;2751
4303;553;1977;2255
4304;553;1216;2255
4305;191;1616;2256
4306;684;2256;2359
4307;616;1539;2257
4308;73;1539;2257
4309;532;1988;2258
4310;532;1020;2258
4311;592;1187;2259
4312;151;1187;2259
4313;346;1187;2260
4314;592;1187;2260
4315;879;2261;2748
4316;745;2261;2862
4317;417;1503;2289
4318;1503;2289;2976
4319;792;1449;2263
4320;397;1449;2263
4321;621;1155;2264
4322;12;1155;2264
4323;128;1038;2265
4324;1038;2265;2476
4325;606;2028;2841
4326;315;1200;2266
4327;882;1389;2267
4328;132;1389;2267
4329;889;1883;2268
4330;254;1883;2268
4331;445;1450;2947
4332;186;1450;2269
4333;653;2270;2694
4334;233;1596;2353
4335;187;1078;2271
4336;814;2271;3148
4337;151;1187;2272
4338;591;1187;2272
4339;591;2273;2942
4340;76;2273;2942
4341;1016;2248;2274
4342;114;2248;2274
4343;939;1954;2275
4344;356;1954;2275
4345;1;915;2524
4346;1;1243;2524
4347;752;1637;2277
4348;51;1637;2277
4349;834;2047;2278
4350;682;2047;2278
4351;236;1902;2279
4352;764;1902;2279
4353;657;1380;2280
4354;41;1380;2280
4355;831;1981;2281
4356;33;1981;2281
4357;822;1218;2925
4358;822;2282;2925
4359;613;1856;2283
4360;1856;2283;2533
4361;507;1190;2284
4362;1190;2284;2884
4363;222;2285;3057
4364;222;1147;2285
4365;193;1161;2286
4366;1161;2286;2370
4367;647;1421;2287
4368;266;1421;2287
4369;570;1511;2288
4370;695;1511;2288
4371;600;2262;2976
4372;600;2289;2976
4373;243;1993;2401
4374;243;2290;2401
4375;464;1166;3113
4376;464;2291;3113
4377;1087;1929;2292
4378;503;1929;2292
4379;608;1494;2293
4380;121;1494;2293
4381;405;1494;2294
4382;608;1494;2294
4383;203;1458;2295
4384;652;1458;2295
4385;59;1417;2296
4386;652;2296;2297
4387;1417;2296;2297
4388;409;1417;2297
4389;677;992;2298
4390;992;1823;2298
4391;410;1053;2299
4392;658;1053;2299
4393;29;1332;2300
4394;687;1332;2300
4395;620;1454;2301
4396;122;1454;2301
4397;930;1145;2302
4398;264;1145;2302
4399;101;1330;2303
4400;693;1330;2303
4401;71;1968;2304
4402;766;1968;2304
4403;766;2305;3003
4404;249;2305;3003
4405;826;2304;2306
4406;680;2306;2599
4407;261;1471;2307
4408;261;954;2307
4409;1854;2308;2490
4410;477;1854;2308
4411;28;1250;2309
4412;648;1250;2309
4413;0;1077;2310
4414;0;916;2310
4415;53;1533;2311
4416;1533;1554;2311
4417;850;1593;2312
4418;419;1593;2312
4419;1709;2313;2430
4420;246;1709;2313
4421;888;1652;2314
4422;707;1652;2314
4423;1092;2064;2315
4424;156;2064;2315
4425;831;2018;2316
4426;514;2018;2316
4427;306;1213;2317
4428;603;1213;2317
4429;902;2199;2318
4430;368;902;2318
4431;709;1325;2319
4432;270;1325;2319
4433;203;1249;2320
4434;651;1249;2320
4435;1307;2321;2324
4436;185;1307;2321
4437;674;1579;2322
4438;78;1579;2322
4439;358;1306;2323
4440;1306;2323;2325
4441;674;1516;2324
4442;359;2324;2445
4443;186;1165;2325
4444;675;1165;2325
4445;609;1905;2326
4446;863;1905;2326
4447;669;2327;3097
4448;52;2327;3097
4449;228;1805;2963
4450;228;2328;2963
4451;876;2017;2329
4452;736;2017;2329
4453;828;2090;2330
4454;828;2330;2918
4455;1123;1440;2331
4456;1123;2331;2853
4457;770;1448;2332
4458;271;1448;2332
4459;841;1982;2333
4460;403;1982;2333
4461;738;1962;2334
4462;493;1962;2334
4463;699;1388;2335
4464;360;1388;2335
4465;855;1920;2336
4466;236;1902;3085
4467;1109;2175;2337
4468;809;2175;2337
4469;621;2887;3068
4470;621;1201;2338
4471;849;1648;2339
4472;441;1648;2339
4473;282;1382;2340
4474;773;1382;2340
4475;725;1224;2341
4476;393;1224;2341
4477;837;1869;2342
4478;62;1869;2342
4479;624;1449;2343
4480;157;1449;2343
4481;810;1522;2344
4482;212;1522;2344
4483;785;1969;2345
4484;498;1969;2345
4485;950;2026;2346
4486;537;2026;2346
4487;632;1772;2347
4488;168;1772;2347
4489;626;1418;2348
4490;284;1418;2348
4491;730;2332;2349
4492;271;2332;2349
4493;1018;1586;2350
4494;730;1586;2350
4495;48;2351;2464
4496;811;2351;2464
4497;605;1035;2352
4498;377;1035;2352
4499;233;2270;2353
4500;653;2270;2353
4501;351;1177;2354
4502;1177;2354;3178
4503;1150;2355;3036
4504;1098;2633;2696
4505;594;1294;2356
4506;594;1745;2356
4507;418;1407;2357
4508;717;1407;2357
4509;690;1300;2358
4510;183;1300;2358
4511;1616;2256;2359
4512;427;1616;2359
4513;523;1632;2360
4514;523;1628;2360
4515;481;1871;2361
4516;1871;2361;2816
4517;287;974;2362
4518;469;2362;2531
4519;413;1483;2363
4520;751;1483;2363
4521;800;1439;2364
4522;800;1185;2364
4523;430;993;2365
4524;415;993;2365
4525;69;2366;2846
4526;747;2366;2846
4527;1204;2567;2996
4528;329;2567;2996
4529;787;2404;2626
4530;787;2368;2404
4531;1035;2074;2369
4532;605;1035;2369
4533;332;1160;2370
4534;596;1160;2370
4535;16;1196;2371
4536;1196;2371;2871
4537;825;2375;3089
4538;703;2373;2375
4539;202;2375;2612
4540;202;2373;2375
4541;701;1272;2639
4542;701;2045;2639
4543;703;2372;2375
4544;2372;2375;3089
4545;1170;2376;2510
4546;1170;2376;2599
4547;883;2377;3200
4548;308;2377;3200
4549;759;1921;2378
4550;982;2378;2577
4551;1479;2379;3009
4552;623;1479;2379
4553;1881;2380;2608
4554;291;2380;2608
4555;685;1237;2381
4556;90;1237;2381
4557;53;2382;3087
4558;793;2382;3087
4559;244;952;2383
4560;720;2383;2505
4561;929;1874;2384
4562;50;1874;2384
4563;127;1037;2385
4564;627;1037;2385
4565;627;1037;2386
4566;1037;2386;2575
4567;210;1086;2387
4568;210;2824;3103
4569;966;1750;2388
4570;465;1750;2388
4571;633;1501;2389
4572;71;1501;2389
4573;556;1908;2390
4574;633;1908;2390
4575;412;1421;2391
4576;647;1421;2391
4577;171;1441;2392
4578;628;1441;2392
4579;989;1953;2393
4580;639;989;2393
4581;639;989;2394
4582;273;989;2394
4583;488;983;2395
4584;488;1084;2395
4585;349;2396;3070
4586;917;2396;3070
4587;638;1441;2397
4588;171;1441;2397
4589;132;1166;2398
4590;610;1166;2398
4591;700;1569;3167
4592;700;2399;3167
4593;51;892;2400
4594;630;892;2400
4595;1429;1994;2401
4596;598;1994;2401
4597;433;1534;2402
4598;433;1431;2402
4599;1154;2403;2407
4600;1293;2403;2407
4601;326;1271;2404
4602;744;1271;2404
4603;312;892;2405
4604;312;1123;2405
4605;1184;2209;2406
4606;585;2209;2406
4607;369;1154;2407
4608;923;2407;3169
4609;90;1459;2936
4610;394;1459;2408
4611;172;1238;2409
4612;649;1238;2409
4613;846;2067;2410
4614;641;2067;2410
4615;1167;2067;2411
4616;316;1167;2411
4617;641;1206;2412
4618;354;1206;2412
4619;195;1568;2413
4620;696;1568;2413
4621;61;1558;2414
4622;696;1558;2414
4623;285;2415;2717
4624;285;815;2415
4625;386;2416;2875
4626;1181;2416;2828
4627;180;2471;2600
4628;180;1383;2417
4629;172;1439;2418
4630;650;1439;2418
4631;650;1956;2419
4632;72;1956;2419
4633;204;1128;2420
4634;898;2287;2482
4635;649;1238;2421
4636;342;1238;2421
4637;431;1434;2422
4638;564;1434;2422
4639;74;1028;2423
4640;655;1028;2423
4641;491;1960;2424
4642;1359;1960;2424
4643;490;1023;2425
4644;44;2425;3013
4645;60;1757;2426
4646;765;2571;3142
4647;1134;2004;2427
4648;162;2004;2427
4649;118;1595;2428
4650;754;1595;2428
4651;117;1381;2429
4652;642;1381;2429
4653;612;2313;2430
4654;612;1384;2430
4655;21;905;2692
4656;226;905;2431
4657;662;2432;2813
4658;662;2434;2813
4659;662;1300;2433
4660;357;1300;2433
4661;312;1123;2853
4662;312;2434;2853
4663;655;1028;2606
4664;344;2435;2448
4665;1198;2083;2436
4666;654;2083;2436
4667;1146;1428;2437
4668;675;1146;2437
4669;656;1773;2438
4670;70;1773;2438
4671;343;1244;2864
4672;174;1244;2439
4673;926;1541;2440
4674;33;1541;2440
4675;238;1080;2441
4676;238;1081;2441
4677;766;1426;2442
4678;209;1426;2442
4679;263;2443;2754
4680;635;2443;2754
4681;881;2146;2444
4682;177;2146;2444
4683;1516;2324;2445
4684;635;1516;2445
4685;333;1219;2446
4686;631;1219;2446
4687;631;1219;2447
4688;140;1219;2447
4689;1028;2435;2448
4690;631;1028;2448
4691;686;1616;2449
4692;191;1616;2449
4693;713;2450;2451
4694;1322;2450;2451
4695;4;1323;2451
4696;4;1322;2451
4697;1626;2452;3124
4698;1032;1643;2532
4699;871;2169;2453
4700;643;2169;2453
4701;465;1749;2454
4702;729;1749;2454
4703;911;2357;2455
4704;717;2357;2455
4705;717;951;2456
4706;79;951;2456
4707;713;2457;2458
4708;713;2451;2458
4709;2162;2457;2458
4710;322;2162;2458
4711;705;1327;2459
4712;255;1327;2459
4713;624;1449;2460
4714;624;1222;2460
4715;663;1218;2461
4716;119;2282;2925
4717;194;1043;2462
4718;663;1043;2462
4719;663;1043;2463
4720;1043;2463;2505
4721;443;1583;2464
4722;811;2625;2929
4723;1202;2465;3106
4724;485;1173;2465
4725;1403;1519;2466
4726;56;1403;2466
4727;714;1619;2467
4728;400;1619;2467
4729;829;1527;2468
4730;115;1527;2468
4731;648;1686;2469
4732;648;961;2469
4733;753;2684;2896
4734;115;2468;2684
4735;637;955;2471
4736;180;955;2471
4737;353;1292;2515
4738;32;1292;2472
4739;289;1441;2473
4740;1265;2473;2804
4741;705;1882;2475
4742;813;1882;2475
4743;97;1327;2475
4744;705;1327;2475
4745;289;1441;2476
4746;638;1441;2476
4747;814;2477;3148
4748;577;2477;3148
4749;1455;2478;2480
4750;424;1455;2478
4751;241;1813;2479
4752;716;1813;2479
4753;1287;1813;2480
4754;50;1287;2480
4755;1343;2481;2482
4756;15;1343;2481
4757;898;2420;2482
4758;204;2420;2482
4759;921;1662;3061
4760;921;2483;2484
4761;152;2363;2484
4762;751;2363;2484
4763;195;2811;2866
4764;195;2485;2811
4765;311;1111;2486
4766;659;1111;2486
4767;659;1111;2487
4768;38;1111;2487
4769;95;2110;2488
4770;95;1121;2488
4771;740;1405;2489
4772;68;1405;2489
4773;740;1208;2490
4774;267;1208;2490
4775;1855;2308;2491
4776;268;1855;2491
4777;118;1877;2870
4778;854;2492;3105
4779;906;2493;3095
4780;333;2154;3096
4781;521;1554;2494
4782;1532;1554;2494
4783;178;1659;2495
4784;1659;2495;3005
4785;897;2327;2496
4786;897;2496;3033
4787;283;966;2497
4788;966;2497;2586
4789;124;2498;3153
4790;799;2498;3153
4791;325;1556;2499
4792;907;1556;2499
4793;508;1148;2500
4794;508;1874;2500
4795;426;1778;2501
4796;833;1778;2501
4797;683;1232;2502
4798;300;1232;2502
4799;861;2502;2503
4800;257;2669;2965
4801;695;2013;2504
4802;522;2013;2504
4803;952;2383;2505
4804;297;952;2505
4805;2506;2526;2954
4806;739;2506;2526
4807;63;1638;2507
4808;739;1638;2507
4809;1410;2508;2924
4810;313;1184;2508
4811;646;1171;2509
4812;14;1171;2509
4813;956;2014;2510
4814;192;956;2510
4815;932;2511;2870
4816;456;2511;2645
4817;549;2156;2512
4818;1247;2156;2512
4819;465;1749;2513
4820;465;1750;2513
4821;502;2007;2514
4822;502;1468;2514
4823;1292;2472;2515
4824;637;2472;2515
4825;477;1852;2516
4826;793;1852;2516
4827;729;1749;2517
4828;206;1749;2517
4829;46;1469;2518
4830;1059;2518;3018
4831;763;1811;2519
4832;63;1811;2519
4833;552;1216;2520
4834;55;1216;2520
4835;191;1236;2521
4836;685;1236;2521
4837;274;981;3115
4838;981;2522;2992
4839;179;988;2523
4840;461;988;2523
4841;581;2202;2524
4842;320;2202;3206
4843;869;2128;2525
4844;330;2128;2525
4845;830;2507;2526
4846;739;2507;2526
4847;405;1403;2527
4848;593;1403;2527
4849;660;1239;2528
4850;342;1239;2528
4851;142;1239;2529
4852;660;1239;2529
4853;660;1382;2530
4854;282;1382;2530
4855;974;2362;2531
4856;605;974;2531
4857;1032;2452;2532
4858;336;2452;2532
4859;773;1382;2533
4860;1382;2533;3046
4861;1545;2299;2534
4862;658;2299;2534
4863;658;1053;2535
4864;92;1053;2535
4865;207;1451;2536
4866;715;1451;2536
4867;715;1451;2537
4868;445;1451;2537
4869;977;2189;2538
4870;74;2189;2538
4871;726;1394;2539
4872;389;1394;2539
4873;1229;2540;2553
4874;557;1229;2540
4875;896;1720;2541
4876;896;2541;3145
4877;67;1950;2542
4878;704;1950;2542
4879;390;1304;2543
4880;661;1304;2543
4881;668;1199;2544
4882;314;1199;2544
4883;164;1932;2545
4884;1052;1932;2545
4885;1171;1492;2546
4886;783;1492;2546
4887;457;1770;2547
4888;457;1700;2547
4889;664;1666;2548
4890;194;1666;2548
4891;381;1232;2549
4892;683;1232;2549
4893;85;901;2550
4894;85;1102;2550
4895;567;2545;2551
4896;1052;2545;2551
4897;778;2253;2649
4898;778;2552;2649
4899;92;2553;3137
4900;778;2553;3137
4901;111;1147;2554
4902;759;924;2576
4903;176;1199;2555
4904;668;1199;2555
4905;1024;2544;2556
4906;94;1024;2556
4907;555;1884;2557
4908;953;1884;2557
4909;542;1873;2558
4910;733;1873;2558
4911;353;1291;2559
4912;666;1291;2559
4913;667;1289;2560
4914;196;1289;2560
4915;69;1777;2561
4916;678;1777;2561
4917;678;1955;2562
4918;272;1955;2562
4919;644;1652;2563
4920;888;1652;2563
4921;670;1814;2564
4922;179;1814;2564
4923;670;1392;2565
4924;1392;2565;2721
4925;1204;2566;2567
4926;48;1204;2566
4927;184;1194;2568
4928;1194;2567;3189
4929;1194;2567;2568
4930;672;2567;2568
4931;671;1019;2569
4932;106;1019;2569
4933;701;1923;2570
4934;42;1923;2570
4935;60;2426;3142
4936;60;2571;3142
4937;1345;1563;2572
4938;629;1563;2572
4939;707;1312;2708
4940;673;1312;2573
4941;743;2702;2748
4942;803;2574;2807
4943;426;1010;2575
4944;1010;2575;2944
4945;924;2554;2576
4946;111;2554;2576
4947;759;1370;2577
4948;383;1370;2577
4949;718;1041;2578
4950;413;1041;2578
4951;479;1680;2579
4952;1680;2579;2580
4953;77;1409;2580
4954;718;1409;2580
4955;138;1262;2581
4956;486;1262;2581
4957;420;1397;2582
4958;420;1398;2582
4959;1071;1978;2655
4960;692;1071;2583
4961;1314;2497;2584
4962;692;1314;2584
4963;722;1593;2585
4964;231;1593;2585
4965;185;1432;2586
4966;676;1432;2586
4967;676;1432;2587
4968;1432;2587;2712
4969;998;1939;2588
4970;211;1939;2588
4971;742;1508;2589
4972;254;1508;2589
4973;2107;2590;3052
4974;112;2107;2590
4975;372;1356;2591
4976;492;1356;2591
4977;1355;1959;2592
4978;493;1959;2592
4979;11;1310;2593
4980;1310;2593;2709
4981;257;2029;2594
4982;918;2029;2594
4983;640;2219;2595
4984;1198;2219;2595
4985;10;1334;2596
4986;679;1334;2596
4987;182;1440;2597
4988;679;1440;2597
4989;256;1895;2598
4990;835;1895;2598
4991;826;2306;2599
4992;384;1172;3150
4993;636;1553;2600
4994;636;1467;2600
4995;673;1420;2601
4996;184;1420;2601
4997;755;1899;2602
4998;755;1471;2602
4999;872;1588;2603
5000;209;1588;2603
5001;328;1175;2604
5002;328;1082;2604
5003;466;1662;2605
5004;1662;2605;3061
5005;1028;2435;2606
5006;1245;2435;2606
5007;723;1321;2607
5008;237;1321;2607
5009;1004;1268;2608
5010;291;1268;2608
5011;1033;1815;2609
5012;484;1815;2609
5013;393;1224;2610
5014;681;1224;2610
5015;681;1224;2611
5016;199;1224;2611
5017;2375;2612;3090
5018;702;2612;3090
5019;825;2375;3090
5020;412;2613;3091
5021;43;1592;2614
5022;548;1592;2614
5023;697;2652;2653
5024;956;2652;2653
5025;1894;2459;2616
5026;541;1894;2616
5027;561;2005;2617
5028;110;2005;2617
5029;540;1508;2618
5030;1313;1508;2618
5031;769;2251;2619
5032;519;2251;2619
5033;689;2027;2620
5034;51;2027;2620
5035;885;2071;2621
5036;183;2071;2621
5037;80;1269;2622
5038;80;1357;2622
5039;1169;1722;2928
5040;279;1169;2928
5041;772;2188;2669
5042;719;2188;2669
5043;212;1522;2625
5044;811;1522;2625
5045;744;1528;2626
5046;200;1528;2626
5047;120;948;2627
5048;744;948;2627
5049;383;2577;2628
5050;383;1139;2628
5051;775;1422;2629
5052;412;1422;2629
5053;1371;2630;3056
5054;374;1371;2630
5055;768;1514;2631
5056;452;1514;2631
5057;903;1305;2632
5058;41;1305;2632
5059;1129;2234;2633
5060;382;2234;2633
5061;209;1426;2634
5062;818;1426;2634
5063;357;1300;2635
5064;690;1300;2635
5065;690;986;2636
5066;986;2636;2777
5067;28;1185;2637
5068;1185;1542;2637
5069;201;2198;2638
5070;959;2198;2638
5071;819;2374;2639
5072;202;2374;2639
5073;839;2640;3123
5074;89;2640;3123
5075;117;2429;2641
5076;997;2429;2641
5077;25;2002;2642
5078;1070;2002;2642
5079;96;918;2643
5080;96;1333;2643
5081;1131;1903;2644
5082;181;1903;2644
5083;789;1202;2645
5084;271;1202;2645
5085;75;1948;2646
5086;721;1948;2646
5087;571;1258;2647
5088;571;2055;2647
5089;413;2113;2648
5090;734;2113;2648
5091;213;2061;2649
5092;2061;2649;2766
5093;106;963;2650
5094;106;1019;2650
5095;912;2020;2651
5096;347;2020;2651
5097;556;1909;2654
5098;192;1909;2652
5099;899;1885;2653
5100;697;1885;2653
5101;1909;2652;2654
5102;697;2652;2654
5103;1071;2583;2655
5104;380;2583;2655
5105;764;1022;2656
5106;406;1022;2656
5107;909;2279;2657
5108;764;2279;2657
5109;727;1228;2658
5110;300;1228;2658
5111;199;1774;2659
5112;724;1774;2659
5113;583;2183;2660
5114;2183;2660;2661
5115;35;1393;2661
5116;724;1393;2661
5117;16;1196;2662
5118;16;851;2662
5119;1248;2159;2663
5120;505;2159;2663
5121;846;1959;2664
5122;36;1959;2664
5123;304;2169;2665
5124;871;2169;2665
5125;737;2042;2666
5126;292;2042;2666
5127;473;984;2667
5128;229;984;2667
5129;581;2202;2668
5130;581;1257;2668
5131;861;1986;2965
5132;772;1986;2965
5133;332;2370;2670
5134;1161;2370;2670
5135;721;2313;2671
5136;246;2313;2671
5137;1989;2646;2672
5138;721;2646;2672
5139;269;1658;2673
5140;1658;2673;2674
5141;449;1657;2674
5142;1657;2674;2675
5143;102;1321;2675
5144;723;1321;2675
5145;706;1414;2676
5146;395;1414;2676
5147;60;1757;2677
5148;1577;1757;2677
5149;289;1038;2678
5150;1038;2678;2769
5151;305;1667;2679
5152;1029;1667;2679
5153;549;2157;2680
5154;1068;2157;2680
5155;1164;1525;2681
5156;513;1525;2681
5157;765;1175;2682
